subcity,bedrooms,bathrooms,area_sqm,has_water_tank,has_generator,is_furnished,description_text,rent_price_etb
Kolfe,3,2,96.4,0,0,0,3-bedroom apartment in Kolfe available for rent. About 96 square metres of living space. Well maintained apartment. Close to schools and markets.,29500.0
Kirkos,1,1,44.1,0,0,0,1-bedroom apartment in Kirkos available for rent. About 44 square metres of living space. Well maintained apartment. Well maintained and secure.,17500.0
Nifas Silk,4,2,139.8,0,0,1,"Rent a 4-bedroom home located in Nifas Silk. 140 square metres, well laid out. Furnished and ready to move in. Close to schools and markets.",51500.0
Nifas Silk,1,1,58.3,1,0,0,1-bedroom unit in Nifas Silk for long-term rental. About 58 square metres of living space. Features a private water tank. Close to schools and markets.,19000.0
Kolfe,3,2,98.0,0,0,1,Rent a 3-bedroom home located in Kolfe. About 98 square metres of living space. Furnished and ready to move in. Close to schools and markets.,34500.0
Bole,5,3,138.9,1,0,1,"Apartment with 5 bedrooms in Bole, now available. About 139 square metres of living space. Features a private water tank. Furnished and ready to move in. Close to schools and markets.",73000.0
Yeka,3,2,113.1,0,1,0,"3-bedroom apartment in Yeka available for rent. 113 square metres, well laid out. Comes with a backup generator. Ideal for families or professionals.",41500.0
Gulele,4,2,146.5,1,0,1,"4-bedroom apartment in Gulele available for rent. 146 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Well maintained and secure.",53000.0
Nifas Silk,3,1,103.2,1,0,1,3-bedroom unit in Nifas Silk for long-term rental. Floor space of 103 square metres. Features a private water tank. Furnished and ready to move in. Close to schools and markets.,39500.0
Arada,2,1,83.4,0,0,1,"2-bedroom unit in Arada for long-term rental. 83 square metres, well laid out. Furnished and ready to move in. Well maintained and secure.",35000.0
Bole,2,1,98.9,1,1,1,2-bedroom apartment in Bole available for rent. Floor space of 99 square metres. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.,50000.0
Kirkos,3,1,86.3,0,0,0,3-bedroom apartment in Kirkos available for rent. About 86 square metres of living space. Well maintained apartment. Ideal for families or professionals.,35500.0
Lidetta,1,1,87.6,0,0,1,1-bedroom unit in Lidetta for long-term rental. About 88 square metres of living space. Furnished and ready to move in. Close to schools and markets.,25000.0
Bole,3,2,137.3,1,0,0,3-bedroom unit in Bole for long-term rental. About 137 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.,57500.0
Kirkos,3,2,75.5,0,0,0,"3-bedroom unit in Kirkos for long-term rental. 76 square metres, well laid out. Well maintained apartment. Well maintained and secure.",33000.0
Akaky Kaliti,5,3,150.8,1,0,0,5-bedroom unit in Akaky Kaliti for long-term rental. About 151 square metres of living space. Features a private water tank. Ideal for families or professionals.,45000.0
Bole,1,2,55.4,1,0,0,"Apartment with 1 bedrooms in Bole, now available. About 55 square metres of living space. Features a private water tank. Close to schools and markets.",25000.0
Gulele,5,3,148.8,1,1,0,"Apartment with 5 bedrooms in Gulele, now available. About 149 square metres of living space. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.",52500.0
Yeka,3,2,103.0,0,0,1,3-bedroom apartment in Yeka available for rent. Floor space of 103 square metres. Furnished and ready to move in. Close to schools and markets.,41500.0
Lidetta,4,3,139.7,0,0,1,4-bedroom apartment in Lidetta available for rent. Floor space of 140 square metres. Furnished and ready to move in. Well maintained and secure.,48000.0
Gulele,3,3,106.6,1,0,0,Rent a 3-bedroom home located in Gulele. Floor space of 107 square metres. Features a private water tank. Well maintained and secure.,36000.0
Lidetta,2,1,75.1,0,0,0,2-bedroom unit in Lidetta for long-term rental. Floor space of 75 square metres. Well maintained apartment. Well maintained and secure.,21500.0
Yeka,5,2,149.9,0,1,0,Rent a 5-bedroom home located in Yeka. About 150 square metres of living space. Comes with a backup generator. Quiet neighbourhood with good access to transport.,55500.0
Arada,2,1,92.2,0,0,1,"2-bedroom apartment in Arada available for rent. 92 square metres, well laid out. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",38000.0
Kolfe,1,1,49.8,0,0,0,Rent a 1-bedroom home located in Kolfe. Floor space of 50 square metres. Well maintained apartment. Well maintained and secure.,14000.0
Yeka,4,2,110.2,1,0,0,"4-bedroom apartment in Yeka available for rent. 110 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",42000.0
Yeka,4,3,153.9,1,0,0,4-bedroom apartment in Yeka available for rent. About 154 square metres of living space. Features a private water tank. Close to schools and markets.,55000.0
Bole,5,3,144.3,1,0,1,"5-bedroom unit in Bole for long-term rental. 144 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.",75500.0
Addis Ketema,3,2,106.4,1,0,0,3-bedroom unit in Addis Ketema for long-term rental. About 106 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.,32500.0
Gulele,1,1,59.2,1,0,0,1-bedroom unit in Gulele for long-term rental. About 59 square metres of living space. Features a private water tank. Well maintained and secure.,18500.0
Nifas Silk,1,1,70.6,1,1,0,"Apartment with 1 bedrooms in Nifas Silk, now available. About 71 square metres of living space. Features a private water tank. Comes with a backup generator. Close to schools and markets.",24500.0
Gulele,3,1,129.3,0,0,1,"3-bedroom apartment in Gulele available for rent. 129 square metres, well laid out. Furnished and ready to move in. Ideal for families or professionals.",42500.0
Arada,2,2,93.0,0,0,1,Rent a 2-bedroom home located in Arada. About 93 square metres of living space. Furnished and ready to move in. Well maintained and secure.,40000.0
Arada,5,3,133.8,1,0,0,5-bedroom apartment in Arada available for rent. About 134 square metres of living space. Features a private water tank. Well maintained and secure.,56500.0
Kirkos,1,1,47.4,1,0,0,"Apartment with 1 bedrooms in Kirkos, now available. 47 square metres, well laid out. Features a private water tank. Close to schools and markets.",20500.0
Nifas Silk,5,3,147.2,1,0,0,"5-bedroom unit in Nifas Silk for long-term rental. 147 square metres, well laid out. Features a private water tank. Close to schools and markets.",51500.0
Yeka,2,1,82.8,1,0,0,"Rent a 2-bedroom home located in Yeka. 83 square metres, well laid out. Features a private water tank. Close to schools and markets.",29500.0
Lidetta,1,1,43.3,0,0,1,"Apartment with 1 bedrooms in Lidetta, now available. About 43 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",14500.0
Kolfe,2,1,95.8,1,1,0,Rent a 2-bedroom home located in Kolfe. Floor space of 96 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.,30500.0
Kirkos,1,1,51.0,1,0,0,1-bedroom unit in Kirkos for long-term rental. Floor space of 51 square metres. Features a private water tank. Well maintained and secure.,21500.0
Nifas Silk,3,2,125.9,1,1,0,"3-bedroom unit in Nifas Silk for long-term rental. 126 square metres, well laid out. Features a private water tank. Comes with a backup generator. Well maintained and secure.",43500.0
Bole,2,1,107.8,1,1,1,"Apartment with 2 bedrooms in Bole, now available. About 108 square metres of living space. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Well maintained and secure.",53500.0
Addis Ketema,3,2,105.0,1,1,0,3-bedroom apartment in Addis Ketema available for rent. Floor space of 105 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.,35000.0
Akaky Kaliti,3,2,113.3,1,0,0,"3-bedroom apartment in Akaky Kaliti available for rent. 113 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",32500.0
Akaky Kaliti,1,1,49.2,1,0,0,"Apartment with 1 bedrooms in Akaky Kaliti, now available. Floor space of 49 square metres. Features a private water tank. Ideal for families or professionals.",14500.0
Kirkos,1,1,71.5,0,0,0,Rent a 1-bedroom home located in Kirkos. About 72 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.,26500.0
Bole,1,1,58.0,0,0,1,1-bedroom unit in Bole for long-term rental. About 58 square metres of living space. Furnished and ready to move in. Ideal for families or professionals.,26500.0
Yeka,1,1,51.0,1,0,1,1-bedroom apartment in Yeka available for rent. Floor space of 51 square metres. Features a private water tank. Furnished and ready to move in. Well maintained and secure.,21500.0
Bole,1,1,60.5,0,0,0,"Rent a 1-bedroom home located in Bole. 60 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",24000.0
Bole,2,1,80.4,1,0,1,"Apartment with 2 bedrooms in Bole, now available. About 80 square metres of living space. Features a private water tank. Furnished and ready to move in. Well maintained and secure.",40000.0
Bole,3,2,104.1,0,0,1,3-bedroom apartment in Bole available for rent. About 104 square metres of living space. Furnished and ready to move in. Well maintained and secure.,51000.0
Addis Ketema,2,1,97.4,0,1,0,2-bedroom unit in Addis Ketema for long-term rental. About 97 square metres of living space. Comes with a backup generator. Ideal for families or professionals.,28000.0
Bole,2,2,76.6,0,0,1,Rent a 2-bedroom home located in Bole. About 77 square metres of living space. Furnished and ready to move in. Close to schools and markets.,38000.0
Bole,3,2,128.8,1,0,0,"Apartment with 3 bedrooms in Bole, now available. Floor space of 129 square metres. Features a private water tank. Ideal for families or professionals.",54500.0
Kolfe,3,1,92.1,1,0,0,"Apartment with 3 bedrooms in Kolfe, now available. Floor space of 92 square metres. Features a private water tank. Ideal for families or professionals.",29500.0
Nifas Silk,2,1,105.4,0,1,1,2-bedroom unit in Nifas Silk for long-term rental. About 105 square metres of living space. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.,38500.0
Kolfe,2,1,73.8,0,0,0,2-bedroom apartment in Kolfe available for rent. Floor space of 74 square metres. Well maintained apartment. Close to schools and markets.,21500.0
Nifas Silk,3,2,108.0,1,0,0,3-bedroom unit in Nifas Silk for long-term rental. Floor space of 108 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.,36500.0
Lidetta,1,1,58.1,1,0,0,"Apartment with 1 bedrooms in Lidetta, now available. Floor space of 58 square metres. Features a private water tank. Close to schools and markets.",17500.0
Nifas Silk,3,2,103.9,1,0,0,"Apartment with 3 bedrooms in Nifas Silk, now available. About 104 square metres of living space. Features a private water tank. Close to schools and markets.",35500.0
Arada,5,3,161.6,1,0,0,"Apartment with 5 bedrooms in Arada, now available. 162 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",65000.0
Gulele,2,1,104.0,1,0,0,Rent a 2-bedroom home located in Gulele. Floor space of 104 square metres. Features a private water tank. Ideal for families or professionals.,31000.0
Kirkos,1,1,78.3,0,0,1,1-bedroom unit in Kirkos for long-term rental. About 78 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,32500.0
Kirkos,4,2,125.1,0,0,0,"4-bedroom apartment in Kirkos available for rent. 125 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",51000.0
Arada,1,1,66.2,1,1,0,"Apartment with 1 bedrooms in Arada, now available. About 66 square metres of living space. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",27500.0
Bole,1,1,54.6,0,0,0,"Apartment with 1 bedrooms in Bole, now available. About 55 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.",22000.0
Kolfe,1,1,52.1,0,1,0,"Apartment with 1 bedrooms in Kolfe, now available. About 52 square metres of living space. Comes with a backup generator. Ideal for families or professionals.",17000.0
Yeka,5,3,138.2,0,0,0,"Apartment with 5 bedrooms in Yeka, now available. About 138 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.",51000.0
Bole,5,3,146.7,1,0,1,"Rent a 5-bedroom home located in Bole. 147 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",76000.0
Yeka,3,2,111.0,1,0,0,"Rent a 3-bedroom home located in Yeka. 111 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",40000.0
Lidetta,4,3,107.1,1,0,0,"Rent a 4-bedroom home located in Lidetta. 107 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",36500.0
Kirkos,4,2,129.4,1,0,1,"Rent a 4-bedroom home located in Kirkos. 129 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",62500.0
Gulele,4,1,148.2,1,0,0,"Apartment with 4 bedrooms in Gulele, now available. Floor space of 148 square metres. Features a private water tank. Close to schools and markets.",45000.0
Lidetta,3,1,121.5,1,1,0,"Apartment with 3 bedrooms in Lidetta, now available. 122 square metres, well laid out. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.",37500.0
Bole,5,3,145.0,1,1,1,"5-bedroom apartment in Bole available for rent. 145 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.",78500.0
Kolfe,4,2,113.2,1,1,0,"4-bedroom unit in Kolfe for long-term rental. 113 square metres, well laid out. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",40000.0
Yeka,1,1,69.5,0,0,0,1-bedroom apartment in Yeka available for rent. About 70 square metres of living space. Well maintained apartment. Well maintained and secure.,22000.0
Yeka,2,2,58.2,0,0,0,2-bedroom apartment in Yeka available for rent. About 58 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.,22000.0
Gulele,5,3,165.3,1,0,0,5-bedroom unit in Gulele for long-term rental. Floor space of 165 square metres. Features a private water tank. Well maintained and secure.,53500.0
Akaky Kaliti,3,1,105.4,0,1,0,"Apartment with 3 bedrooms in Akaky Kaliti, now available. Floor space of 105 square metres. Comes with a backup generator. Ideal for families or professionals.",30500.0
Yeka,2,1,108.0,1,1,0,Rent a 2-bedroom home located in Yeka. Floor space of 108 square metres. Features a private water tank. Comes with a backup generator. Close to schools and markets.,38500.0
Nifas Silk,5,3,131.3,1,0,0,"5-bedroom unit in Nifas Silk for long-term rental. 131 square metres, well laid out. Features a private water tank. Close to schools and markets.",48000.0
Yeka,4,2,141.0,0,1,0,"4-bedroom unit in Yeka for long-term rental. 141 square metres, well laid out. Comes with a backup generator. Close to schools and markets.",51000.0
Arada,3,2,106.8,0,0,0,3-bedroom apartment in Arada available for rent. About 107 square metres of living space. Well maintained apartment. Ideal for families or professionals.,41000.0
Nifas Silk,3,3,104.0,1,0,1,3-bedroom apartment in Nifas Silk available for rent. Floor space of 104 square metres. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,42500.0
Nifas Silk,1,1,47.6,1,0,0,1-bedroom unit in Nifas Silk for long-term rental. Floor space of 48 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.,16500.0
Nifas Silk,2,1,93.1,1,0,0,"Apartment with 2 bedrooms in Nifas Silk, now available. 93 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",29500.0
Bole,3,2,116.1,0,0,1,"3-bedroom unit in Bole for long-term rental. 116 square metres, well laid out. Furnished and ready to move in. Close to schools and markets.",55500.0
Gulele,5,3,173.4,1,0,0,5-bedroom apartment in Gulele available for rent. Floor space of 173 square metres. Features a private water tank. Close to schools and markets.,55500.0
Gulele,2,2,98.1,1,0,1,Rent a 2-bedroom home located in Gulele. Floor space of 98 square metres. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,35500.0
Gulele,1,1,56.9,1,0,0,"Rent a 1-bedroom home located in Gulele. 57 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",18000.0
Bole,3,2,96.0,0,0,0,"3-bedroom unit in Bole for long-term rental. 96 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",41500.0
Kirkos,5,3,135.6,1,0,0,5-bedroom unit in Kirkos for long-term rental. Floor space of 136 square metres. Features a private water tank. Ideal for families or professionals.,60000.0
Kirkos,3,2,125.7,0,0,1,Rent a 3-bedroom home located in Kirkos. Floor space of 126 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,56500.0
Bole,2,1,76.7,0,1,0,"Apartment with 2 bedrooms in Bole, now available. Floor space of 77 square metres. Comes with a backup generator. Ideal for families or professionals.",34500.0
Yeka,4,2,147.8,1,0,0,Rent a 4-bedroom home located in Yeka. Floor space of 148 square metres. Features a private water tank. Well maintained and secure.,52000.0
Kirkos,4,2,136.3,0,0,0,"Rent a 4-bedroom home located in Kirkos. 136 square metres, well laid out. Well maintained apartment. Close to schools and markets.",55000.0
Gulele,2,1,90.0,1,0,1,"Rent a 2-bedroom home located in Gulele. 90 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Close to schools and markets.",32000.0
Yeka,5,3,148.3,1,0,1,5-bedroom apartment in Yeka available for rent. Floor space of 148 square metres. Features a private water tank. Furnished and ready to move in. Close to schools and markets.,64000.0
Kolfe,3,1,115.9,1,1,0,3-bedroom apartment in Kolfe available for rent. Floor space of 116 square metres. Features a private water tank. Comes with a backup generator. Close to schools and markets.,37000.0
Arada,1,1,63.8,0,0,1,"1-bedroom unit in Arada for long-term rental. 64 square metres, well laid out. Furnished and ready to move in. Well maintained and secure.",26000.0
Kolfe,3,1,103.6,0,0,0,3-bedroom apartment in Kolfe available for rent. About 104 square metres of living space. Well maintained apartment. Close to schools and markets.,30000.0
Arada,5,3,160.4,0,0,1,"Apartment with 5 bedrooms in Arada, now available. About 160 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",72000.0
Arada,2,1,84.3,0,0,1,"2-bedroom apartment in Arada available for rent. 84 square metres, well laid out. Furnished and ready to move in. Close to schools and markets.",35500.0
Nifas Silk,3,2,98.4,1,0,0,3-bedroom unit in Nifas Silk for long-term rental. About 98 square metres of living space. Features a private water tank. Well maintained and secure.,34500.0
Akaky Kaliti,4,2,137.2,1,1,0,4-bedroom unit in Akaky Kaliti for long-term rental. Floor space of 137 square metres. Features a private water tank. Comes with a backup generator. Close to schools and markets.,41500.0
Arada,4,3,129.2,1,0,0,"Apartment with 4 bedrooms in Arada, now available. About 129 square metres of living space. Features a private water tank. Ideal for families or professionals.",53000.0
Arada,5,3,157.9,1,0,0,Rent a 5-bedroom home located in Arada. About 158 square metres of living space. Features a private water tank. Well maintained and secure.,64000.0
Nifas Silk,1,1,58.6,0,0,0,1-bedroom unit in Nifas Silk for long-term rental. About 59 square metres of living space. Well maintained apartment. Ideal for families or professionals.,17500.0
Gulele,3,2,93.5,0,0,0,"Apartment with 3 bedrooms in Gulele, now available. About 94 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.",30000.0
Bole,3,1,128.8,0,0,1,3-bedroom apartment in Bole available for rent. About 129 square metres of living space. Furnished and ready to move in. Close to schools and markets.,59500.0
Arada,1,1,82.6,1,0,0,"Rent a 1-bedroom home located in Arada. 83 square metres, well laid out. Features a private water tank. Well maintained and secure.",30000.0
Arada,4,2,140.6,1,0,0,"Rent a 4-bedroom home located in Arada. 141 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",55000.0
Akaky Kaliti,1,2,59.3,1,1,0,"1-bedroom apartment in Akaky Kaliti available for rent. 59 square metres, well laid out. Features a private water tank. Comes with a backup generator. Well maintained and secure.",20500.0
Arada,3,2,104.4,0,0,0,Rent a 3-bedroom home located in Arada. Floor space of 104 square metres. Well maintained apartment. Close to schools and markets.,40500.0
Arada,2,2,102.6,1,0,0,"Rent a 2-bedroom home located in Arada. 103 square metres, well laid out. Features a private water tank. Close to schools and markets.",39500.0
Addis Ketema,1,1,59.8,1,0,0,1-bedroom unit in Addis Ketema for long-term rental. About 60 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.,17500.0
Arada,5,3,144.4,1,0,0,"5-bedroom apartment in Arada available for rent. 144 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",59500.0
Yeka,2,1,108.5,0,0,0,2-bedroom unit in Yeka for long-term rental. About 108 square metres of living space. Well maintained apartment. Ideal for families or professionals.,34500.0
Yeka,2,2,85.4,0,0,0,"Rent a 2-bedroom home located in Yeka. 85 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",29500.0
Bole,5,2,173.2,0,0,0,"Rent a 5-bedroom home located in Bole. 173 square metres, well laid out. Well maintained apartment. Close to schools and markets.",72500.0
Bole,5,3,135.2,1,0,1,5-bedroom unit in Bole for long-term rental. Floor space of 135 square metres. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,71500.0
Kirkos,1,1,70.2,0,0,0,1-bedroom apartment in Kirkos available for rent. Floor space of 70 square metres. Well maintained apartment. Ideal for families or professionals.,26000.0
Kolfe,2,1,110.9,1,0,0,"Apartment with 2 bedrooms in Kolfe, now available. About 111 square metres of living space. Features a private water tank. Well maintained and secure.",31000.0
Gulele,4,2,130.4,1,1,0,Rent a 4-bedroom home located in Gulele. About 130 square metres of living space. Features a private water tank. Comes with a backup generator. Close to schools and markets.,45000.0
Bole,4,3,126.8,0,0,1,Rent a 4-bedroom home located in Bole. About 127 square metres of living space. Furnished and ready to move in. Ideal for families or professionals.,64000.0
Nifas Silk,5,3,138.0,1,0,1,"5-bedroom unit in Nifas Silk for long-term rental. 138 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",57000.0
Bole,3,2,121.0,0,0,1,"Apartment with 3 bedrooms in Bole, now available. Floor space of 121 square metres. Furnished and ready to move in. Close to schools and markets.",57500.0
Akaky Kaliti,1,1,54.8,0,0,0,"1-bedroom unit in Akaky Kaliti for long-term rental. 55 square metres, well laid out. Well maintained apartment. Well maintained and secure.",14000.0
Bole,5,2,150.9,0,0,0,"Rent a 5-bedroom home located in Bole. 151 square metres, well laid out. Well maintained apartment. Close to schools and markets.",64500.0
Nifas Silk,1,1,49.2,1,0,0,"1-bedroom unit in Nifas Silk for long-term rental. 49 square metres, well laid out. Features a private water tank. Well maintained and secure.",17000.0
Kirkos,1,1,82.7,0,0,1,"1-bedroom unit in Kirkos for long-term rental. 83 square metres, well laid out. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",34500.0
Nifas Silk,4,2,143.9,0,0,0,"4-bedroom apartment in Nifas Silk available for rent. 144 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",45500.0
Kirkos,4,3,129.6,1,0,0,4-bedroom unit in Kirkos for long-term rental. About 130 square metres of living space. Features a private water tank. Ideal for families or professionals.,55500.0
Kolfe,1,1,50.2,1,0,0,1-bedroom unit in Kolfe for long-term rental. Floor space of 50 square metres. Features a private water tank. Well maintained and secure.,16000.0
Yeka,1,1,82.4,1,1,1,Rent a 1-bedroom home located in Yeka. Floor space of 82 square metres. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Ideal for families or professionals.,34000.0
Akaky Kaliti,3,2,103.6,1,1,0,3-bedroom unit in Akaky Kaliti for long-term rental. Floor space of 104 square metres. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.,33000.0
Arada,2,1,72.7,0,0,0,"Apartment with 2 bedrooms in Arada, now available. 73 square metres, well laid out. Well maintained apartment. Close to schools and markets.",27500.0
Kolfe,4,2,108.9,1,0,0,"4-bedroom apartment in Kolfe available for rent. 109 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",36500.0
Lidetta,3,2,100.2,0,0,0,3-bedroom unit in Lidetta for long-term rental. Floor space of 100 square metres. Well maintained apartment. Close to schools and markets.,30000.0
Addis Ketema,3,3,90.5,1,1,0,Rent a 3-bedroom home located in Addis Ketema. Floor space of 90 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.,33000.0
Yeka,3,2,100.5,1,0,0,"3-bedroom apartment in Yeka available for rent. 100 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",37500.0
Yeka,2,1,94.9,1,0,1,2-bedroom unit in Yeka for long-term rental. About 95 square metres of living space. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,37500.0
Yeka,2,1,81.5,0,0,1,Rent a 2-bedroom home located in Yeka. About 82 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,31500.0
Yeka,4,3,134.3,1,0,0,4-bedroom apartment in Yeka available for rent. About 134 square metres of living space. Features a private water tank. Ideal for families or professionals.,50000.0
Nifas Silk,3,2,99.3,0,0,1,3-bedroom apartment in Nifas Silk available for rent. About 99 square metres of living space. Furnished and ready to move in. Well maintained and secure.,38000.0
Addis Ketema,3,2,108.8,1,0,0,"Rent a 3-bedroom home located in Addis Ketema. 109 square metres, well laid out. Features a private water tank. Close to schools and markets.",33000.0
Addis Ketema,3,1,131.1,0,0,0,"3-bedroom apartment in Addis Ketema available for rent. 131 square metres, well laid out. Well maintained apartment. Well maintained and secure.",34500.0
Arada,2,1,81.8,1,0,0,2-bedroom unit in Arada for long-term rental. Floor space of 82 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.,32000.0
Nifas Silk,5,3,156.6,1,0,1,5-bedroom unit in Nifas Silk for long-term rental. Floor space of 157 square metres. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,62000.0
Lidetta,3,2,89.2,1,0,1,3-bedroom apartment in Lidetta available for rent. About 89 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,34000.0
Akaky Kaliti,4,2,148.2,1,0,0,Rent a 4-bedroom home located in Akaky Kaliti. Floor space of 148 square metres. Features a private water tank. Close to schools and markets.,41000.0
Yeka,5,3,146.3,0,1,0,"5-bedroom unit in Yeka for long-term rental. 146 square metres, well laid out. Comes with a backup generator. Well maintained and secure.",56000.0
Arada,5,3,164.6,0,0,1,5-bedroom unit in Arada for long-term rental. About 165 square metres of living space. Furnished and ready to move in. Well maintained and secure.,73500.0
Lidetta,4,2,128.5,0,0,0,"Apartment with 4 bedrooms in Lidetta, now available. About 128 square metres of living space. Well maintained apartment. Close to schools and markets.",38000.0
Yeka,4,3,137.3,1,0,1,4-bedroom apartment in Yeka available for rent. About 137 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,58000.0
Kirkos,3,2,116.1,0,0,1,3-bedroom unit in Kirkos for long-term rental. Floor space of 116 square metres. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,53000.0
Addis Ketema,4,2,124.6,0,1,0,4-bedroom unit in Addis Ketema for long-term rental. About 125 square metres of living space. Comes with a backup generator. Quiet neighbourhood with good access to transport.,39500.0
Addis Ketema,2,2,99.1,0,1,0,2-bedroom unit in Addis Ketema for long-term rental. About 99 square metres of living space. Comes with a backup generator. Quiet neighbourhood with good access to transport.,29500.0
Akaky Kaliti,4,2,120.9,1,0,0,"Rent a 4-bedroom home located in Akaky Kaliti. 121 square metres, well laid out. Features a private water tank. Close to schools and markets.",36000.0
Kolfe,1,1,73.3,0,1,0,1-bedroom apartment in Kolfe available for rent. About 73 square metres of living space. Comes with a backup generator. Well maintained and secure.,22000.0
Yeka,5,3,147.3,1,1,0,"Apartment with 5 bedrooms in Yeka, now available. Floor space of 147 square metres. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",58000.0
Kirkos,2,1,90.2,0,0,1,2-bedroom unit in Kirkos for long-term rental. About 90 square metres of living space. Furnished and ready to move in. Close to schools and markets.,39500.0
Arada,4,2,124.5,1,0,0,"4-bedroom unit in Arada for long-term rental. 124 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",50500.0
Nifas Silk,1,1,64.6,1,0,0,Rent a 1-bedroom home located in Nifas Silk. Floor space of 65 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.,20500.0
Arada,1,1,51.1,0,0,0,1-bedroom apartment in Arada available for rent. Floor space of 51 square metres. Well maintained apartment. Well maintained and secure.,18500.0
Nifas Silk,5,3,155.0,1,0,0,Rent a 5-bedroom home located in Nifas Silk. Floor space of 155 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.,53500.0
Kirkos,5,2,152.5,1,0,0,"5-bedroom unit in Kirkos for long-term rental. 152 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",64000.0
Gulele,2,2,79.5,1,1,1,Rent a 2-bedroom home located in Gulele. Floor space of 80 square metres. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,33500.0
Kirkos,1,1,63.3,0,0,0,"1-bedroom apartment in Kirkos available for rent. 63 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",23500.0
