title,location,subcity,bedrooms,bathrooms,size_sqm,furnished,price_etb,description
"2-bedroom unit in Kirkos for long-term rental. 78 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Close to schools and markets.",Kirkos,Kirkos,2.0,1.0,78.2,False,37500.0,"2-bedroom unit in Kirkos for long-term rental. 78 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Close to schools and markets."
"Rent a 4-bedroom home located in Addis Ketema. 151 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",Addis Ketema,Addis Ketema,4.0,3.0,151.1,False,45000.0,"Rent a 4-bedroom home located in Addis Ketema. 151 square metres, well laid out. Features a private water tank. Ideal for families or professionals."
1-bedroom unit in Arada for long-term rental. About 65 square metres of living space. Comes with a backup generator. Ideal for families or professionals.,Arada,Arada,1.0,1.0,64.9,False,25500.0,1-bedroom unit in Arada for long-term rental. About 65 square metres of living space. Comes with a backup generator. Ideal for families or professionals.
"Apartment with 3 bedrooms in Arada, now available. 96 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",Arada,Arada,3.0,2.0,96.0,False,38000.0,"Apartment with 3 bedrooms in Arada, now available. 96 square metres, well laid out. Well maintained apartment. Ideal for families or professionals."
"Rent a 5-bedroom home located in Kirkos. 148 square metres, well laid out. Comes with a backup generator. Ideal for families or professionals.",Kirkos,Kirkos,5.0,3.0,148.2,False,64500.0,"Rent a 5-bedroom home located in Kirkos. 148 square metres, well laid out. Comes with a backup generator. Ideal for families or professionals."
"Apartment with 1 bedrooms in Bole, now available. Floor space of 45 square metres. Features a private water tank. Quiet neighbourhood with good access to transport.",Bole,Bole,1.0,1.0,44.8,False,20500.0,"Apartment with 1 bedrooms in Bole, now available. Floor space of 45 square metres. Features a private water tank. Quiet neighbourhood with good access to transport."
Rent a 2-bedroom home located in Nifas Silk. Floor space of 74 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.,Nifas Silk,Nifas Silk,2.0,1.0,73.8,False,23500.0,Rent a 2-bedroom home located in Nifas Silk. Floor space of 74 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.
"5-bedroom apartment in Yeka available for rent. 168 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport.",Yeka,Yeka,5.0,3.0,168.3,False,61000.0,"5-bedroom apartment in Yeka available for rent. 168 square metres, well laid out. Features a private water tank. Quiet neighbourhood with good access to transport."
3-bedroom apartment in Nifas Silk available for rent. Floor space of 106 square metres. Features a private water tank. Well maintained and secure.,Nifas Silk,Nifas Silk,3.0,2.0,106.3,False,36500.0,3-bedroom apartment in Nifas Silk available for rent. Floor space of 106 square metres. Features a private water tank. Well maintained and secure.
1-bedroom apartment in Bole available for rent. About 87 square metres of living space. Well maintained apartment. Close to schools and markets.,Bole,Bole,1.0,1.0,86.7,False,33000.0,1-bedroom apartment in Bole available for rent. About 87 square metres of living space. Well maintained apartment. Close to schools and markets.
"Apartment with 2 bedrooms in Addis Ketema, now available. Floor space of 85 square metres. Comes with a backup generator. Quiet neighbourhood with good access to transport.",Addis Ketema,Addis Ketema,2.0,2.0,84.9,False,27000.0,"Apartment with 2 bedrooms in Addis Ketema, now available. Floor space of 85 square metres. Comes with a backup generator. Quiet neighbourhood with good access to transport."
4-bedroom apartment in Arada available for rent. About 130 square metres of living space. Well maintained apartment. Close to schools and markets.,Arada,Arada,4.0,3.0,129.6,False,51500.0,4-bedroom apartment in Arada available for rent. About 130 square metres of living space. Well maintained apartment. Close to schools and markets.
5-bedroom unit in Akaky Kaliti for long-term rental. Floor space of 160 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.,Akaky Kaliti,Akaky Kaliti,5.0,3.0,159.7,False,49500.0,5-bedroom unit in Akaky Kaliti for long-term rental. Floor space of 160 square metres. Features a private water tank. Comes with a backup generator. Well maintained and secure.
"2-bedroom apartment in Arada available for rent. 54 square metres, well laid out. Well maintained apartment. Well maintained and secure.",Arada,Arada,2.0,1.0,53.9,False,22000.0,"2-bedroom apartment in Arada available for rent. 54 square metres, well laid out. Well maintained apartment. Well maintained and secure."
"Apartment with 3 bedrooms in Bole, now available. 110 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",Bole,Bole,3.0,2.0,110.5,False,46500.0,"Apartment with 3 bedrooms in Bole, now available. 110 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport."
Rent a 4-bedroom home located in Kolfe. About 129 square metres of living space. Features a private water tank. Ideal for families or professionals.,Kolfe,Kolfe,4.0,2.0,129.4,False,41000.0,Rent a 4-bedroom home located in Kolfe. About 129 square metres of living space. Features a private water tank. Ideal for families or professionals.
Rent a 1-bedroom home located in Nifas Silk. Floor space of 82 square metres. Features a private water tank. Well maintained and secure.,Nifas Silk,Nifas Silk,1.0,1.0,81.8,False,25000.0,Rent a 1-bedroom home located in Nifas Silk. Floor space of 82 square metres. Features a private water tank. Well maintained and secure.
Rent a 2-bedroom home located in Kolfe. About 98 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.,Kolfe,Kolfe,2.0,1.0,97.6,False,26500.0,Rent a 2-bedroom home located in Kolfe. About 98 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.
"Apartment with 4 bedrooms in Kirkos, now available. Floor space of 116 square metres. Furnished and ready to move in. Close to schools and markets.",Kirkos,Kirkos,4.0,2.0,116.4,False,55500.0,"Apartment with 4 bedrooms in Kirkos, now available. Floor space of 116 square metres. Furnished and ready to move in. Close to schools and markets."
1-bedroom unit in Nifas Silk for long-term rental. About 79 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.,Nifas Silk,Nifas Silk,1.0,1.0,78.9,False,26500.0,1-bedroom unit in Nifas Silk for long-term rental. About 79 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.
4-bedroom apartment in Lidetta available for rent. About 127 square metres of living space. Features a private water tank. Close to schools and markets.,Lidetta,Lidetta,4.0,2.0,126.9,False,39500.0,4-bedroom apartment in Lidetta available for rent. About 127 square metres of living space. Features a private water tank. Close to schools and markets.
"Rent a 3-bedroom home located in Nifas Silk. 97 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",Nifas Silk,Nifas Silk,3.0,2.0,97.1,False,32500.0,"Rent a 3-bedroom home located in Nifas Silk. 97 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport."
"Apartment with 5 bedrooms in Kirkos, now available. About 154 square metres of living space. Features a private water tank. Furnished and ready to move in. Close to schools and markets.",Kirkos,Kirkos,5.0,2.0,154.4,False,74500.0,"Apartment with 5 bedrooms in Kirkos, now available. About 154 square metres of living space. Features a private water tank. Furnished and ready to move in. Close to schools and markets."
"Apartment with 1 bedrooms in Gulele, now available. 62 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",Gulele,Gulele,1.0,1.0,61.6,False,19000.0,"Apartment with 1 bedrooms in Gulele, now available. 62 square metres, well laid out. Features a private water tank. Ideal for families or professionals."
"5-bedroom unit in Gulele for long-term rental. 170 square metres, well laid out. Features a private water tank. Comes with a backup generator. Close to schools and markets.",Gulele,Gulele,5.0,3.0,170.5,False,57500.0,"5-bedroom unit in Gulele for long-term rental. 170 square metres, well laid out. Features a private water tank. Comes with a backup generator. Close to schools and markets."
"Rent a 2-bedroom home located in Addis Ketema. 90 square metres, well laid out. Comes with a backup generator. Well maintained and secure.",Addis Ketema,Addis Ketema,2.0,2.0,90.1,False,28000.0,"Rent a 2-bedroom home located in Addis Ketema. 90 square metres, well laid out. Comes with a backup generator. Well maintained and secure."
"1-bedroom apartment in Kirkos available for rent. 66 square metres, well laid out. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",Kirkos,Kirkos,1.0,1.0,66.5,False,28500.0,"1-bedroom apartment in Kirkos available for rent. 66 square metres, well laid out. Furnished and ready to move in. Quiet neighbourhood with good access to transport."
"Apartment with 4 bedrooms in Kirkos, now available. About 141 square metres of living space. Features a private water tank. Comes with a backup generator. Close to schools and markets.",Kirkos,Kirkos,4.0,2.0,140.8,False,60500.0,"Apartment with 4 bedrooms in Kirkos, now available. About 141 square metres of living space. Features a private water tank. Comes with a backup generator. Close to schools and markets."
"Apartment with 3 bedrooms in Kolfe, now available. 121 square metres, well laid out. Features a private water tank. Well maintained and secure.",Kolfe,Kolfe,3.0,2.0,121.1,False,37000.0,"Apartment with 3 bedrooms in Kolfe, now available. 121 square metres, well laid out. Features a private water tank. Well maintained and secure."
"Apartment with 5 bedrooms in Arada, now available. 161 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",Arada,Arada,5.0,2.0,161.4,False,62000.0,"Apartment with 5 bedrooms in Arada, now available. 161 square metres, well laid out. Well maintained apartment. Ideal for families or professionals."
"Apartment with 1 bedrooms in Gulele, now available. About 81 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.",Gulele,Gulele,1.0,1.0,81.0,False,23500.0,"Apartment with 1 bedrooms in Gulele, now available. About 81 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport."
1-bedroom unit in Arada for long-term rental. Floor space of 71 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.,Arada,Arada,1.0,1.0,71.3,False,25000.0,1-bedroom unit in Arada for long-term rental. Floor space of 71 square metres. Well maintained apartment. Quiet neighbourhood with good access to transport.
"3-bedroom unit in Yeka for long-term rental. 110 square metres, well laid out. Features a private water tank. Well maintained and secure.",Yeka,Yeka,3.0,1.0,110.0,False,39000.0,"3-bedroom unit in Yeka for long-term rental. 110 square metres, well laid out. Features a private water tank. Well maintained and secure."
"Rent a 5-bedroom home located in Gulele. 167 square metres, well laid out. Well maintained apartment. Well maintained and secure.",Gulele,Gulele,5.0,3.0,166.9,False,52000.0,"Rent a 5-bedroom home located in Gulele. 167 square metres, well laid out. Well maintained apartment. Well maintained and secure."
Rent a 3-bedroom home located in Bole. About 107 square metres of living space. Well maintained apartment. Close to schools and markets.,Bole,Bole,3.0,1.0,106.9,False,44000.0,Rent a 3-bedroom home located in Bole. About 107 square metres of living space. Well maintained apartment. Close to schools and markets.
"4-bedroom unit in Yeka for long-term rental. 130 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",Yeka,Yeka,4.0,2.0,130.4,False,46000.0,"4-bedroom unit in Yeka for long-term rental. 130 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport."
5-bedroom apartment in Nifas Silk available for rent. Floor space of 173 square metres. Features a private water tank. Well maintained and secure.,Nifas Silk,Nifas Silk,5.0,3.0,172.7,False,58000.0,5-bedroom apartment in Nifas Silk available for rent. Floor space of 173 square metres. Features a private water tank. Well maintained and secure.
"5-bedroom unit in Gulele for long-term rental. 172 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",Gulele,Gulele,5.0,3.0,171.5,False,53000.0,"5-bedroom unit in Gulele for long-term rental. 172 square metres, well laid out. Well maintained apartment. Ideal for families or professionals."
3-bedroom apartment in Akaky Kaliti available for rent. About 108 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.,Akaky Kaliti,Akaky Kaliti,3.0,2.0,107.9,False,31500.0,3-bedroom apartment in Akaky Kaliti available for rent. About 108 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.
4-bedroom unit in Yeka for long-term rental. About 125 square metres of living space. Features a private water tank. Close to schools and markets.,Yeka,Yeka,4.0,3.0,124.6,False,47000.0,4-bedroom unit in Yeka for long-term rental. About 125 square metres of living space. Features a private water tank. Close to schools and markets.
"Apartment with 3 bedrooms in Bole, now available. About 126 square metres of living space. Well maintained apartment. Well maintained and secure.",Bole,Bole,3.0,2.0,125.6,False,51500.0,"Apartment with 3 bedrooms in Bole, now available. About 126 square metres of living space. Well maintained apartment. Well maintained and secure."
"Apartment with 4 bedrooms in Addis Ketema, now available. About 140 square metres of living space. Comes with a backup generator. Quiet neighbourhood with good access to transport.",Addis Ketema,Addis Ketema,4.0,2.0,139.6,False,42500.0,"Apartment with 4 bedrooms in Addis Ketema, now available. About 140 square metres of living space. Comes with a backup generator. Quiet neighbourhood with good access to transport."
Rent a 3-bedroom home located in Bole. About 112 square metres of living space. Furnished and ready to move in. Well maintained and secure.,Bole,Bole,3.0,2.0,111.8,False,54000.0,Rent a 3-bedroom home located in Bole. About 112 square metres of living space. Furnished and ready to move in. Well maintained and secure.
"Apartment with 3 bedrooms in Yeka, now available. About 104 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.",Yeka,Yeka,3.0,1.0,104.1,False,35500.0,"Apartment with 3 bedrooms in Yeka, now available. About 104 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport."
"Apartment with 3 bedrooms in Yeka, now available. Floor space of 112 square metres. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",Yeka,Yeka,3.0,2.0,112.0,False,43000.0,"Apartment with 3 bedrooms in Yeka, now available. Floor space of 112 square metres. Features a private water tank. Comes with a backup generator. Ideal for families or professionals."
Rent a 4-bedroom home located in Arada. About 130 square metres of living space. Well maintained apartment. Close to schools and markets.,Arada,Arada,4.0,3.0,129.7,False,51500.0,Rent a 4-bedroom home located in Arada. About 130 square metres of living space. Well maintained apartment. Close to schools and markets.
4-bedroom unit in Lidetta for long-term rental. Floor space of 122 square metres. Features a private water tank. Ideal for families or professionals.,Lidetta,Lidetta,4.0,3.0,122.0,False,40000.0,4-bedroom unit in Lidetta for long-term rental. Floor space of 122 square metres. Features a private water tank. Ideal for families or professionals.
5-bedroom apartment in Kolfe available for rent. About 154 square metres of living space. Features a private water tank. Close to schools and markets.,Kolfe,Kolfe,5.0,3.0,153.5,False,49500.0,5-bedroom apartment in Kolfe available for rent. About 154 square metres of living space. Features a private water tank. Close to schools and markets.
"4-bedroom apartment in Gulele available for rent. 133 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.",Gulele,Gulele,4.0,2.0,133.2,False,49500.0,"4-bedroom apartment in Gulele available for rent. 133 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals."
"Rent a 1-bedroom home located in Bole. 60 square metres, well laid out. Comes with a backup generator. Close to schools and markets.",Bole,Bole,1.0,1.0,59.5,False,26000.0,"Rent a 1-bedroom home located in Bole. 60 square metres, well laid out. Comes with a backup generator. Close to schools and markets."
3-bedroom unit in Kirkos for long-term rental. About 119 square metres of living space. Features a private water tank. Furnished and ready to move in. Well maintained and secure.,Kirkos,Kirkos,3.0,2.0,118.8,False,56000.0,3-bedroom unit in Kirkos for long-term rental. About 119 square metres of living space. Features a private water tank. Furnished and ready to move in. Well maintained and secure.
Rent a 2-bedroom home located in Arada. About 102 square metres of living space. Well maintained apartment. Ideal for families or professionals.,Arada,Arada,2.0,1.0,101.5,False,36000.0,Rent a 2-bedroom home located in Arada. About 102 square metres of living space. Well maintained apartment. Ideal for families or professionals.
1-bedroom apartment in Bole available for rent. About 76 square metres of living space. Well maintained apartment. Well maintained and secure.,Bole,Bole,1.0,1.0,75.6,False,29000.0,1-bedroom apartment in Bole available for rent. About 76 square metres of living space. Well maintained apartment. Well maintained and secure.
"Apartment with 1 bedrooms in Yeka, now available. About 61 square metres of living space. Features a private water tank. Well maintained and secure.",Yeka,Yeka,1.0,1.0,60.7,False,21500.0,"Apartment with 1 bedrooms in Yeka, now available. About 61 square metres of living space. Features a private water tank. Well maintained and secure."
"3-bedroom unit in Yeka for long-term rental. 117 square metres, well laid out. Features a private water tank. Well maintained and secure.",Yeka,Yeka,3.0,2.0,117.1,False,42000.0,"3-bedroom unit in Yeka for long-term rental. 117 square metres, well laid out. Features a private water tank. Well maintained and secure."
"5-bedroom apartment in Bole available for rent. 153 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",Bole,Bole,5.0,3.0,152.9,False,66500.0,"5-bedroom apartment in Bole available for rent. 153 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport."
3-bedroom apartment in Arada available for rent. Floor space of 93 square metres. Features a private water tank. Ideal for families or professionals.,Arada,Arada,3.0,2.0,93.2,False,39000.0,3-bedroom apartment in Arada available for rent. Floor space of 93 square metres. Features a private water tank. Ideal for families or professionals.
3-bedroom apartment in Gulele available for rent. About 116 square metres of living space. Features a private water tank. Close to schools and markets.,Gulele,Gulele,3.0,2.0,116.1,False,37000.0,3-bedroom apartment in Gulele available for rent. About 116 square metres of living space. Features a private water tank. Close to schools and markets.
"Apartment with 1 bedrooms in Bole, now available. 66 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport.",Bole,Bole,1.0,1.0,65.8,False,26000.0,"Apartment with 1 bedrooms in Bole, now available. 66 square metres, well laid out. Well maintained apartment. Quiet neighbourhood with good access to transport."
4-bedroom unit in Arada for long-term rental. Floor space of 161 square metres. Well maintained apartment. Well maintained and secure.,Arada,Arada,4.0,3.0,161.1,False,60500.0,4-bedroom unit in Arada for long-term rental. Floor space of 161 square metres. Well maintained apartment. Well maintained and secure.
Rent a 1-bedroom home located in Kolfe. About 82 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,Kolfe,Kolfe,1.0,1.0,81.5,False,26000.0,Rent a 1-bedroom home located in Kolfe. About 82 square metres of living space. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.
"5-bedroom apartment in Gulele available for rent. 160 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",Gulele,Gulele,5.0,3.0,160.5,False,52500.0,"5-bedroom apartment in Gulele available for rent. 160 square metres, well laid out. Features a private water tank. Ideal for families or professionals."
"5-bedroom unit in Kolfe for long-term rental. 155 square metres, well laid out. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport.",Kolfe,Kolfe,5.0,3.0,155.0,False,52500.0,"5-bedroom unit in Kolfe for long-term rental. 155 square metres, well laid out. Features a private water tank. Comes with a backup generator. Quiet neighbourhood with good access to transport."
Rent a 5-bedroom home located in Kirkos. About 154 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.,Kirkos,Kirkos,5.0,3.0,154.0,False,64000.0,Rent a 5-bedroom home located in Kirkos. About 154 square metres of living space. Well maintained apartment. Quiet neighbourhood with good access to transport.
2-bedroom unit in Kolfe for long-term rental. Floor space of 74 square metres. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.,Kolfe,Kolfe,2.0,2.0,74.0,False,28000.0,2-bedroom unit in Kolfe for long-term rental. Floor space of 74 square metres. Features a private water tank. Furnished and ready to move in. Ideal for families or professionals.
1-bedroom apartment in Yeka available for rent. Floor space of 43 square metres. Well maintained apartment. Well maintained and secure.,Yeka,Yeka,1.0,1.0,43.1,False,15000.0,1-bedroom apartment in Yeka available for rent. Floor space of 43 square metres. Well maintained apartment. Well maintained and secure.
2-bedroom apartment in Kirkos available for rent. About 76 square metres of living space. Furnished and ready to move in. Ideal for families or professionals.,Kirkos,Kirkos,2.0,1.0,75.5,False,34000.0,2-bedroom apartment in Kirkos available for rent. About 76 square metres of living space. Furnished and ready to move in. Ideal for families or professionals.
"Apartment with 4 bedrooms in Bole, now available. 129 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",Bole,Bole,4.0,3.0,129.4,False,58000.0,"Apartment with 4 bedrooms in Bole, now available. 129 square metres, well laid out. Features a private water tank. Ideal for families or professionals."
"2-bedroom apartment in Arada available for rent. 61 square metres, well laid out. Furnished and ready to move in. Ideal for families or professionals.",Arada,Arada,2.0,1.0,60.7,False,27500.0,"2-bedroom apartment in Arada available for rent. 61 square metres, well laid out. Furnished and ready to move in. Ideal for families or professionals."
"Apartment with 5 bedrooms in Kirkos, now available. About 146 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.",Kirkos,Kirkos,5.0,3.0,145.5,False,63000.0,"Apartment with 5 bedrooms in Kirkos, now available. About 146 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport."
"1-bedroom apartment in Yeka available for rent. 61 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",Yeka,Yeka,1.0,1.0,61.0,False,24500.0,"1-bedroom apartment in Yeka available for rent. 61 square metres, well laid out. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport."
"1-bedroom unit in Kolfe for long-term rental. 61 square metres, well laid out. Features a private water tank. Well maintained and secure.",Kolfe,Kolfe,1.0,1.0,61.4,False,18500.0,"1-bedroom unit in Kolfe for long-term rental. 61 square metres, well laid out. Features a private water tank. Well maintained and secure."
"2-bedroom unit in Yeka for long-term rental. 78 square metres, well laid out. Well maintained apartment. Well maintained and secure.",Yeka,Yeka,2.0,1.0,78.1,False,26500.0,"2-bedroom unit in Yeka for long-term rental. 78 square metres, well laid out. Well maintained apartment. Well maintained and secure."
4-bedroom unit in Yeka for long-term rental. Floor space of 126 square metres. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Yeka,Yeka,4.0,3.0,125.9,False,54500.0,4-bedroom unit in Yeka for long-term rental. Floor space of 126 square metres. Features a private water tank. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
4-bedroom apartment in Bole available for rent. Floor space of 151 square metres. Well maintained apartment. Ideal for families or professionals.,Bole,Bole,4.0,2.0,150.7,False,62500.0,4-bedroom apartment in Bole available for rent. Floor space of 151 square metres. Well maintained apartment. Ideal for families or professionals.
Rent a 2-bedroom home located in Kirkos. About 94 square metres of living space. Features a private water tank. Furnished and ready to move in. Well maintained and secure.,Kirkos,Kirkos,2.0,1.0,93.9,False,43000.0,Rent a 2-bedroom home located in Kirkos. About 94 square metres of living space. Features a private water tank. Furnished and ready to move in. Well maintained and secure.
"Rent a 4-bedroom home located in Yeka. 123 square metres, well laid out. Well maintained apartment. Close to schools and markets.",Yeka,Yeka,4.0,2.0,123.3,False,44000.0,"Rent a 4-bedroom home located in Yeka. 123 square metres, well laid out. Well maintained apartment. Close to schools and markets."
"Apartment with 4 bedrooms in Kirkos, now available. 129 square metres, well laid out. Well maintained apartment. Ideal for families or professionals.",Kirkos,Kirkos,4.0,3.0,129.2,False,53500.0,"Apartment with 4 bedrooms in Kirkos, now available. 129 square metres, well laid out. Well maintained apartment. Ideal for families or professionals."
"3-bedroom unit in Yeka for long-term rental. 108 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",Yeka,Yeka,3.0,1.0,107.7,False,47000.0,"3-bedroom unit in Yeka for long-term rental. 108 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport."
"Apartment with 3 bedrooms in Kolfe, now available. Floor space of 99 square metres. Features a private water tank. Ideal for families or professionals.",Kolfe,Kolfe,3.0,2.0,98.8,False,32000.0,"Apartment with 3 bedrooms in Kolfe, now available. Floor space of 99 square metres. Features a private water tank. Ideal for families or professionals."
"Rent a 1-bedroom home located in Akaky Kaliti. 55 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Close to schools and markets.",Akaky Kaliti,Akaky Kaliti,1.0,1.0,54.8,False,21000.0,"Rent a 1-bedroom home located in Akaky Kaliti. 55 square metres, well laid out. Features a private water tank. Comes with a backup generator. Furnished and ready to move in. Close to schools and markets."
Rent a 2-bedroom home located in Arada. Floor space of 98 square metres. Comes with a backup generator. Well maintained and secure.,Arada,Arada,2.0,2.0,98.1,False,39000.0,Rent a 2-bedroom home located in Arada. Floor space of 98 square metres. Comes with a backup generator. Well maintained and secure.
"Apartment with 3 bedrooms in Nifas Silk, now available. Floor space of 103 square metres. Features a private water tank. Comes with a backup generator. Ideal for families or professionals.",Nifas Silk,Nifas Silk,3.0,1.0,103.0,False,37000.0,"Apartment with 3 bedrooms in Nifas Silk, now available. Floor space of 103 square metres. Features a private water tank. Comes with a backup generator. Ideal for families or professionals."
1-bedroom unit in Lidetta for long-term rental. Floor space of 51 square metres. Comes with a backup generator. Ideal for families or professionals.,Lidetta,Lidetta,1.0,1.0,50.9,False,16500.0,1-bedroom unit in Lidetta for long-term rental. Floor space of 51 square metres. Comes with a backup generator. Ideal for families or professionals.
Rent a 3-bedroom home located in Addis Ketema. About 108 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.,Addis Ketema,Addis Ketema,3.0,1.0,107.5,False,34000.0,Rent a 3-bedroom home located in Addis Ketema. About 108 square metres of living space. Features a private water tank. Comes with a backup generator. Well maintained and secure.
"Apartment with 1 bedrooms in Nifas Silk, now available. About 65 square metres of living space. Features a private water tank. Close to schools and markets.",Nifas Silk,Nifas Silk,1.0,1.0,65.4,False,21000.0,"Apartment with 1 bedrooms in Nifas Silk, now available. About 65 square metres of living space. Features a private water tank. Close to schools and markets."
Rent a 4-bedroom home located in Lidetta. About 106 square metres of living space. Furnished and ready to move in. Well maintained and secure.,Lidetta,Lidetta,4.0,2.0,106.3,False,38500.0,Rent a 4-bedroom home located in Lidetta. About 106 square metres of living space. Furnished and ready to move in. Well maintained and secure.
"1-bedroom apartment in Akaky Kaliti available for rent. 64 square metres, well laid out. Features a private water tank. Close to schools and markets.",Akaky Kaliti,Akaky Kaliti,1.0,1.0,63.5,False,17500.0,"1-bedroom apartment in Akaky Kaliti available for rent. 64 square metres, well laid out. Features a private water tank. Close to schools and markets."
"Apartment with 1 bedrooms in Kolfe, now available. 74 square metres, well laid out. Features a private water tank. Ideal for families or professionals.",Kolfe,Kolfe,1.0,1.0,74.4,False,21000.0,"Apartment with 1 bedrooms in Kolfe, now available. 74 square metres, well laid out. Features a private water tank. Ideal for families or professionals."
Rent a 4-bedroom home located in Arada. Floor space of 135 square metres. Furnished and ready to move in. Ideal for families or professionals.,Arada,Arada,4.0,2.0,135.4,False,59500.0,Rent a 4-bedroom home located in Arada. Floor space of 135 square metres. Furnished and ready to move in. Ideal for families or professionals.
2-bedroom unit in Bole for long-term rental. Floor space of 113 square metres. Furnished and ready to move in. Ideal for families or professionals.,Bole,Bole,2.0,1.0,112.8,False,50500.0,2-bedroom unit in Bole for long-term rental. Floor space of 113 square metres. Furnished and ready to move in. Ideal for families or professionals.
"Apartment with 2 bedrooms in Bole, now available. About 101 square metres of living space. Well maintained apartment. Well maintained and secure.",Bole,Bole,2.0,1.0,101.0,False,40000.0,"Apartment with 2 bedrooms in Bole, now available. About 101 square metres of living space. Well maintained apartment. Well maintained and secure."
"2-bedroom unit in Arada for long-term rental. 103 square metres, well laid out. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport.",Arada,Arada,2.0,2.0,103.4,False,46500.0,"2-bedroom unit in Arada for long-term rental. 103 square metres, well laid out. Comes with a backup generator. Furnished and ready to move in. Quiet neighbourhood with good access to transport."
2-bedroom apartment in Arada available for rent. About 120 square metres of living space. Well maintained apartment. Close to schools and markets.,Arada,Arada,2.0,1.0,119.6,False,41500.0,2-bedroom apartment in Arada available for rent. About 120 square metres of living space. Well maintained apartment. Close to schools and markets.
Rent a 4-bedroom home located in Kirkos. About 139 square metres of living space. Features a private water tank. Well maintained and secure.,Kirkos,Kirkos,4.0,3.0,139.1,False,58500.0,Rent a 4-bedroom home located in Kirkos. About 139 square metres of living space. Features a private water tank. Well maintained and secure.
4-bedroom unit in Nifas Silk for long-term rental. About 132 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.,Nifas Silk,Nifas Silk,4.0,2.0,132.0,False,44500.0,4-bedroom unit in Nifas Silk for long-term rental. About 132 square metres of living space. Features a private water tank. Quiet neighbourhood with good access to transport.
2-bedroom apartment in Arada available for rent. About 98 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.,Arada,Arada,2.0,2.0,97.7,False,41500.0,2-bedroom apartment in Arada available for rent. About 98 square metres of living space. Furnished and ready to move in. Quiet neighbourhood with good access to transport.
